ID,ra,dec,sector,camera,ccd,result
391927254,107.589727120464,-72.7013913572072,33,4,4,false
391946302,107.892075275158,-72.6849710339402,33,4,4,false
271640093,108.768474803642,-72.4560537079823,33,4,4,
271594996,108.613244930952,-72.442323644182,33,4,4,false
271696030,109.828773545317,-72.3311433476397,33,4,4,
271796735,111.037925688361,-72.2628070247634,33,4,4,false
271796814,111.309661783207,-72.1547519382331,33,4,4,false
271797137,111.572491364329,-72.1302853980861,33,4,4,false
391946225,108.026821537428,-72.5457738726391,33,4,4,false
271554848,105.941940895887,-72.5244705385795,33,4,4,false
391904909,106.599788076078,-72.1912187212659,33,4,4,false
391927731,107.960913590151,-72.0034751196255,33,4,4,false
300085662,107.772271477808,-71.845361537698,33,4,4,false
300384822,111.189802662876,-71.4049142456534,33,4,4,false
764808628,109.224735054968,-71.7493990784503,33,4,4,false
300290777,110.158888146863,-71.4409016114369,33,4,4,false
300290743,110.188778405375,-71.394408539616,33,4,4,false
300329397,110.899019377625,-71.3030027379624,33,4,4,
271906241,113.721919224558,-72.027868638558,33,4,4,false
271810375,112.323293686638,-72.0946362238449,33,4,4,false
453078843,113.672501835489,-71.8322964235951,33,4,4,false
300509152,112.03683928922,-71.7544384680452,33,4,4,
300509151,112.014600300842,-71.75282171485,33,4,4,false
300602348,113.442658340884,-71.2879088875861,33,4,4,
300602417,113.439974526353,-71.2068418544016,33,4,4,false
300743084,116.389407255533,-71.2961756378967,33,4,4,false
300709212,114.92022562162,-71.3383163208093,33,4,4,false
300743253,116.501590784934,-71.0548455640162,33,4,4,false
300869857,117.398492927593,-70.9083837387758,33,4,4,false
391890876,115.39551243682,-70.6191505194358,33,4,4,false
300811284,116.774556753832,-70.635087266956,33,4,4,false
300811060,116.625224031443,-70.308938516041,33,4,4,false
300557339,112.371367933464,-71.1730444245416,33,4,4,false
300601305,113.15819184716,-70.9328567221305,33,4,4,
300601306,113.161252376602,-70.9331529802435,33,4,4,
300557088,112.628142533837,-70.7608141882419,33,4,4,false
453097245,114.09476277356,-70.5606732595391,33,4,4,false
391891218,115.496413407583,-70.0554828368012,33,4,4,
300739340,115.295236755519,-69.8449718020482,33,4,4,false
391900845,115.756860026482,-69.6263706658676,33,4,4,false
141769021,91.736750016163,-74.499876582536,33,4,4,
141756552,91.3816403655216,-74.4678616553013,33,4,4,
141941018,94.915861918781,-74.4299235064945,33,4,4,false
141975310,95.8805092329097,-73.9652748735375,33,4,4,false
142050318,97.3294203138479,-74.0228958416043,33,4,4,false
142019234,96.9799115257673,-73.5085216761065,33,4,4,false
142054775,97.7099112308362,-73.3791297375456,33,4,4,false
141867742,93.7202897688912,-73.6548689605367,33,4,4,
141867846,93.9739272593272,-73.5377080245898,33,4,4,false
141752183,91.1844648975203,-73.6572126071947,33,4,4,false
141827736,93.4321339390439,-73.2647482101795,33,4,4,
141824887,93.2868439408024,-73.2630220079828,33,4,4,
141827683,93.677790220648,-73.2182222446136,33,4,4,false
141871111,94.126460343106,-73.763661819192,33,4,4,
141940356,95.227371751311,-73.5075995096581,33,4,4,false
141870896,94.3254147969743,-73.4954055827162,33,4,4,false
141974728,95.7567890833884,-73.1535535313169,33,4,4,false
141945390,95.2840797815653,-72.960604823779,33,4,4,false
141945447,95.3879911094654,-72.8945270753357,33,4,4,false
176872275,100.423641532425,-73.2562625304687,33,4,4,false
142148973,100.031648612443,-73.2347435600687,33,4,4,false
177242873,101.381058826189,-72.9615096007864,33,4,4,false
142083318,98.272129268167,-73.2706157444332,33,4,4,false
142106359,98.8527618152126,-73.1970062991074,33,4,4,false
142106257,98.8255821228137,-73.0241216161747,33,4,4,
142142900,99.2915340776577,-72.8456005985281,33,4,4,false
176872476,100.586594332173,-72.8779140438729,33,4,4,false
142144092,99.8925329535014,-72.8824326473413,33,4,4,false
177283022,102.420191385836,-72.6809026929377,33,4,4,false
177386210,104.304622542591,-72.3606366794918,33,4,4,false
177243245,101.427666920855,-72.4806735710958,33,4,4,
177307545,102.841066571031,-72.090199557106,33,4,4,false
177307802,103.133241867579,-72.192475212114,33,4,4,false
97200570,106.247464746798,-30.5722539043557,33,2,2,
97200462,106.216001380329,-30.5086949783038,33,2,2,false
96660605,104.680616967247,-30.5140483248062,33,2,2,false
96585122,104.46035880435,-30.363573225446,33,2,2,false
96917681,105.238944652927,-29.9761916868639,33,2,2,false
96798248,105.179688998096,-29.9722265769368,33,2,2,false
63356292,105.084036257836,-29.8531060144548,33,2,2,false
96513641,104.24308617405,-30.0646350161763,33,2,2,false
63049708,104.419070366901,-29.7213377295772,33,2,2,false
63355860,104.945137371904,-29.7586873367167,33,2,2,false
63355583,105.013189027792,-29.5872749234265,33,2,2,false
63200366,104.818059108802,-29.5319851435132,33,2,2,false
63478691,105.434308733639,-29.8067293157949,33,2,2,
63479194,105.338612321998,-29.5191171325599,33,2,2,false
63666120,105.692655919649,-29.3951342274495,33,2,2,false
63667083,105.660305877735,-28.8680075952214,33,2,2,false
63476759,105.272390419519,-28.9134405034577,33,2,2,false
53063828,102.64665830329,-31.0956281141548,33,3,1,false
52979929,102.450198271085,-30.5013610550069,33,2,2,false
53065771,102.746795566531,-30.2671358281477,33,2,2,false
52979619,102.507331476021,-30.25459298043,33,2,2,false
101208177,103.230953216001,-30.5587622205206,33,2,2,false
101208839,103.197477479552,-30.226480186783,33,2,2,false
101319659,103.378125106146,-30.2853945735075,33,2,2,false
101319685,103.425195122923,-30.2605742433181,33,2,2,
101210066,103.237112100208,-30.1823570123242,33,2,2,false
96388333,103.975028851796,-30.0687033313664,33,2,2,false
53686925,103.353268884364,-29.450316372368,33,2,2,false
53686917,103.334991969463,-29.4546654159251,33,2,2,false
52811052,101.972616814498,-30.4726348262947,33,2,2,false
52809812,101.796593053377,-30.3948201995062,33,2,2,false
52810869,101.911979161671,-30.3164815366957,33,2,2,
52809989,101.827838803355,-30.2607216523548,33,2,2,false
52915089,102.072231647718,-30.1955821886744,33,2,2,
52915091,102.011770058677,-30.1930300113263,33,2,2,false
52753670,101.440781303925,-30.1250900204374,33,2,2,false
172778218,101.373507872628,-29.889903182926,33,2,2,false
778340777,101.905651964993,-29.9440154548316,33,2,2,false
172932046,101.910982079494,-29.7755638047749,33,2,2,false
173035347,102.166654176069,-29.6770908458408,33,2,2,false
53597253,103.123539041105,-29.4869599120105,33,2,2,false
53565346,103.012582681735,-29.4012860008482,33,2,2,false
173035074,102.232072795402,-29.3928989837589,33,2,2,
173088893,102.451735237683,-28.9673670518028,33,2,2,false
53978629,103.79887322701,-29.6857802533506,33,2,2,false
47591378,104.140614700192,-29.5718211490513,33,2,2,false
63049050,104.471311912318,-29.2891427307631,33,2,2,false
53820408,103.588581542765,-29.3479387142811,33,2,2,false
63197842,104.727161319614,-28.6794553961085,33,2,2,false
62967308,104.285590807481,-28.7224040281196,33,2,2,false
62967572,104.290418778281,-28.5460524909224,33,2,2,false
63353641,104.910467362427,-28.4752461251526,33,2,2,false
53818344,103.457175550228,-29.0455297570427,33,2,2,false
53459138,102.872046485089,-28.7931776791768,33,2,2,false
53564391,102.979450833843,-28.6981677329499,33,2,2,false
53684595,103.297850634242,-28.6580840983702,33,2,2,false
53981733,103.956845702883,-28.1703337776058,33,2,2,false
778434326,103.957138319218,-28.1696961791389,33,2,2,false
63047272,104.462271904828,-28.0926836115485,33,2,2,false
63046813,104.472407801754,-27.7913013409051,33,2,2,false
64693733,107.263377732745,-29.5307875513884,33,2,2,false
64300777,106.528383264012,-29.5665366853119,33,2,2,false
64136903,106.348834508084,-29.4795757541248,33,2,2,false
64300147,106.551735121614,-29.2734898738647,33,2,2,false
64300149,106.550885855391,-29.2749645338798,33,2,2,false
